CAU,CAU_NAME,TLA,TLA_NAME,TLA_06,TLA_06_NAME,YEAR,POP_PROJECTION
502400,Otangarei,2,Whangarei District,2,Whangarei District,2013,1930
502400,Otangarei,2,Whangarei District,2,Whangarei District,2018,1890
502400,Otangarei,2,Whangarei District,2,Whangarei District,2023,1850
502400,Otangarei,2,Whangarei District,2,Whangarei District,2028,1810
502400,Otangarei,2,Whangarei District,2,Whangarei District,2033,1740
502400,Otangarei,2,Whangarei District,2,Whangarei District,2038,1630
502400,Otangarei,2,Whangarei District,2,Whangarei District,2043,1500
502500,Western Hills,2,Whangarei District,2,Whangarei District,2013,270
502500,Western Hills,2,Whangarei District,2,Whangarei District,2018,280
502500,Western Hills,2,Whangarei District,2,Whangarei District,2023,280
502500,Western Hills,2,Whangarei District,2,Whangarei District,2028,290
502500,Western Hills,2,Whangarei District,2,Whangarei District,2033,290
502500,Western Hills,2,Whangarei District,2,Whangarei District,2038,290
502500,Western Hills,2,Whangarei District,2,Whangarei District,2043,290
502600,Kensington,2,Whangarei District,2,Whangarei District,2013,1330
502600,Kensington,2,Whangarei District,2,Whangarei District,2018,1340
502600,Kensington,2,Whangarei District,2,Whangarei District,2023,1340
502600,Kensington,2,Whangarei District,2,Whangarei District,2028,1340
502600,Kensington,2,Whangarei District,2,Whangarei District,2033,1320
502600,Kensington,2,Whangarei District,2,Whangarei District,2038,1300
502600,Kensington,2,Whangarei District,2,Whangarei District,2043,1270
502700,Mairtown,2,Whangarei District,2,Whangarei District,2013,2560
502700,Mairtown,2,Whangarei District,2,Whangarei District,2018,2600
502700,Mairtown,2,Whangarei District,2,Whangarei District,2023,2620
502700,Mairtown,2,Whangarei District,2,Whangarei District,2028,2640
502700,Mairtown,2,Whangarei District,2,Whangarei District,2033,2650
502700,Mairtown,2,Whangarei District,2,Whangarei District,2038,2650
502700,Mairtown,2,Whangarei District,2,Whangarei District,2043,2630
502800,Regent,2,Whangarei District,2,Whangarei District,2013,1730
502800,Regent,2,Whangarei District,2,Whangarei District,2018,1720
502800,Regent,2,Whangarei District,2,Whangarei District,2023,1710
502800,Regent,2,Whangarei District,2,Whangarei District,2028,1690
502800,Regent,2,Whangarei District,2,Whangarei District,2033,1660
502800,Regent,2,Whangarei District,2,Whangarei District,2038,1620
502800,Regent,2,Whangarei District,2,Whangarei District,2043,1570
502900,Woodhill,2,Whangarei District,2,Whangarei District,2013,1840
502900,Woodhill,2,Whangarei District,2,Whangarei District,2018,1930
502900,Woodhill,2,Whangarei District,2,Whangarei District,2023,2010
502900,Woodhill,2,Whangarei District,2,Whangarei District,2028,2070
502900,Woodhill,2,Whangarei District,2,Whangarei District,2033,2120
502900,Woodhill,2,Whangarei District,2,Whangarei District,2038,2160
502900,Woodhill,2,Whangarei District,2,Whangarei District,2043,2200
503000,Vinetown,2,Whangarei District,2,Whangarei District,2013,1620
503000,Vinetown,2,Whangarei District,2,Whangarei District,2018,1660
503000,Vinetown,2,Whangarei District,2,Whangarei District,2023,1710
503000,Vinetown,2,Whangarei District,2,Whangarei District,2028,1760
503000,Vinetown,2,Whangarei District,2,Whangarei District,2033,1790
503000,Vinetown,2,Whangarei District,2,Whangarei District,2038,1830
503000,Vinetown,2,Whangarei District,2,Whangarei District,2043,1850
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2013,190
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2018,190
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2023,190
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2028,190
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2033,190
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2038,180
503100,Whangarei Central,2,Whangarei District,2,Whangarei District,2043,180
503200,Riverside,2,Whangarei District,2,Whangarei District,2013,770
503200,Riverside,2,Whangarei District,2,Whangarei District,2018,770
503200,Riverside,2,Whangarei District,2,Whangarei District,2023,770
503200,Riverside,2,Whangarei District,2,Whangarei District,2028,760
503200,Riverside,2,Whangarei District,2,Whangarei District,2033,740
503200,Riverside,2,Whangarei District,2,Whangarei District,2038,720
503200,Riverside,2,Whangarei District,2,Whangarei District,2043,690
503300,Horahora,2,Whangarei District,2,Whangarei District,2013,1140
503300,Horahora,2,Whangarei District,2,Whangarei District,2018,1200
503300,Horahora,2,Whangarei District,2,Whangarei District,2023,1240
503300,Horahora,2,Whangarei District,2,Whangarei District,2028,1280
503300,Horahora,2,Whangarei District,2,Whangarei District,2033,1300
503300,Horahora,2,Whangarei District,2,Whangarei District,2038,1320
503300,Horahora,2,Whangarei District,2,Whangarei District,2043,1340
503400,Maunu,2,Whangarei District,2,Whangarei District,2013,1460
503400,Maunu,2,Whangarei District,2,Whangarei District,2018,1470
503400,Maunu,2,Whangarei District,2,Whangarei District,2023,1480
503400,Maunu,2,Whangarei District,2,Whangarei District,2028,1500
503400,Maunu,2,Whangarei District,2,Whangarei District,2033,1510
503400,Maunu,2,Whangarei District,2,Whangarei District,2038,1520
503400,Maunu,2,Whangarei District,2,Whangarei District,2043,1520
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2013,1820
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2018,1880
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2023,1940
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2028,1990
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2033,2040
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2038,2090
503500,Raumanga East,2,Whangarei District,2,Whangarei District,2043,2150
503600,Morningside,2,Whangarei District,2,Whangarei District,2013,2280
503600,Morningside,2,Whangarei District,2,Whangarei District,2018,2290
503600,Morningside,2,Whangarei District,2,Whangarei District,2023,2280
503600,Morningside,2,Whangarei District,2,Whangarei District,2028,2270
503600,Morningside,2,Whangarei District,2,Whangarei District,2033,2230
503600,Morningside,2,Whangarei District,2,Whangarei District,2038,2180
503600,Morningside,2,Whangarei District,2,Whangarei District,2043,2110
503700,Parahaki,2,Whangarei District,2,Whangarei District,2013,1220
503700,Parahaki,2,Whangarei District,2,Whangarei District,2018,1220
503700,Parahaki,2,Whangarei District,2,Whangarei District,2023,1220
503700,Parahaki,2,Whangarei District,2,Whangarei District,2028,1220
503700,Parahaki,2,Whangarei District,2,Whangarei District,2033,1200
503700,Parahaki,2,Whangarei District,2,Whangarei District,2038,1170
503700,Parahaki,2,Whangarei District,2,Whangarei District,2043,1140
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2013,3140
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2018,3190
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2023,3230
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2028,3240
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2033,3230
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2038,3200
503800,Raumanga West,2,Whangarei District,2,Whangarei District,2043,3180
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2013,40
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2018,40
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2023,40
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2028,40
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2033,30
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2038,30
503900,Port-Limeburners,2,Whangarei District,2,Whangarei District,2043,30
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2013,4060
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2018,4200
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2023,4330
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2028,4450
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2033,4570
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2038,4670
504000,Sherwood Rise,2,Whangarei District,2,Whangarei District,2043,4760
504100,Onerahi,2,Whangarei District,2,Whangarei District,2013,2220
504100,Onerahi,2,Whangarei District,2,Whangarei District,2018,2240
504100,Onerahi,2,Whangarei District,2,Whangarei District,2023,2230
504100,Onerahi,2,Whangarei District,2,Whangarei District,2028,2220
504100,Onerahi,2,Whangarei District,2,Whangarei District,2033,2190
504100,Onerahi,2,Whangarei District,2,Whangarei District,2038,2130
504100,Onerahi,2,Whangarei District,2,Whangarei District,2043,2050
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2013,1550
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2018,1540
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2023,1530
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2028,1510
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2033,1490
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2038,1450
504300,Hikurangi,2,Whangarei District,2,Whangarei District,2043,1410
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2013,510
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2018,510
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2023,500
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2028,500
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2033,500
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2038,490
504400,Te Kopuru,3,Kaipara District,3,Kaipara District,2043,490
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2013,3190
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2018,3170
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2023,3140
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2028,3090
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2033,3000
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2038,2860
504501,Kaipara Coastal,3,Kaipara District,3,Kaipara District,2043,2680
504502,Maungaru,3,Kaipara District,3,Kaipara District,2013,1820
504502,Maungaru,3,Kaipara District,3,Kaipara District,2018,1850
504502,Maungaru,3,Kaipara District,3,Kaipara District,2023,1870
504502,Maungaru,3,Kaipara District,3,Kaipara District,2028,1880
504502,Maungaru,3,Kaipara District,3,Kaipara District,2033,1880
504502,Maungaru,3,Kaipara District,3,Kaipara District,2038,1860
504502,Maungaru,3,Kaipara District,3,Kaipara District,2043,1810
504600,Dargaville,3,Kaipara District,3,Kaipara District,2013,4610
504600,Dargaville,3,Kaipara District,3,Kaipara District,2018,4600
504600,Dargaville,3,Kaipara District,3,Kaipara District,2023,4530
504600,Dargaville,3,Kaipara District,3,Kaipara District,2028,4430
504600,Dargaville,3,Kaipara District,3,Kaipara District,2033,4270
504600,Dargaville,3,Kaipara District,3,Kaipara District,2038,4060
504600,Dargaville,3,Kaipara District,3,Kaipara District,2043,3800
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2013,810
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2018,800
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2023,790
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2028,770
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2033,740
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2038,720
504700,Maungaturoto,3,Kaipara District,3,Kaipara District,2043,690
504800,Ruawai,3,Kaipara District,3,Kaipara District,2013,470
504800,Ruawai,3,Kaipara District,3,Kaipara District,2018,450
504800,Ruawai,3,Kaipara District,3,Kaipara District,2023,440
504800,Ruawai,3,Kaipara District,3,Kaipara District,2028,430
504800,Ruawai,3,Kaipara District,3,Kaipara District,2033,430
504800,Ruawai,3,Kaipara District,3,Kaipara District,2038,420
504800,Ruawai,3,Kaipara District,3,Kaipara District,2043,410
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2013,640
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2018,680
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2023,710
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2028,740
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2033,760
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2038,780
504900,Kaiwaka,3,Kaipara District,3,Kaipara District,2043,790
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2013,5840
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2018,6320
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2023,6570
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2028,6780
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2033,6920
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2038,6990
505010,Rehia-Oneriri,3,Kaipara District,3,Kaipara District,2043,7000
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2013,1430
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2018,1770
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2023,1900
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2028,2020
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2033,2120
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2038,2190
505021,Mangawhai,3,Kaipara District,3,Kaipara District,2043,2250
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2013,1170
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2018,1360
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2023,1450
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2028,1510
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2033,1560
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2038,1590
505022,Mangawhai Heads,3,Kaipara District,3,Kaipara District,2043,1610
505300,Wellsford,76,Auckland,4,Rodney District,2013,1770
505300,Wellsford,76,Auckland,4,Rodney District,2018,1850
505300,Wellsford,76,Auckland,4,Rodney District,2023,1930
505300,Wellsford,76,Auckland,4,Rodney District,2028,2020
505300,Wellsford,76,Auckland,4,Rodney District,2033,2100
505300,Wellsford,76,Auckland,4,Rodney District,2038,2180
505300,Wellsford,76,Auckland,4,Rodney District,2043,2250
505400,Leigh,76,Auckland,4,Rodney District,2013,450
505400,Leigh,76,Auckland,4,Rodney District,2018,460
505400,Leigh,76,Auckland,4,Rodney District,2023,480
505400,Leigh,76,Auckland,4,Rodney District,2028,490
505400,Leigh,76,Auckland,4,Rodney District,2033,500
505400,Leigh,76,Auckland,4,Rodney District,2038,510
505400,Leigh,76,Auckland,4,Rodney District,2043,520
505500,Warkworth,76,Auckland,4,Rodney District,2013,4090
505500,Warkworth,76,Auckland,4,Rodney District,2018,5040
505500,Warkworth,76,Auckland,4,Rodney District,2023,5530
505500,Warkworth,76,Auckland,4,Rodney District,2028,6060
505500,Warkworth,76,Auckland,4,Rodney District,2033,6600
505500,Warkworth,76,Auckland,4,Rodney District,2038,7150
505500,Warkworth,76,Auckland,4,Rodney District,2043,7720
505601,Waimauku,76,Auckland,4,Rodney District,2013,1090
505601,Waimauku,76,Auckland,4,Rodney District,2018,1230
505601,Waimauku,76,Auckland,4,Rodney District,2023,1330
505601,Waimauku,76,Auckland,4,Rodney District,2028,1490
505601,Waimauku,76,Auckland,4,Rodney District,2033,1650
505601,Waimauku,76,Auckland,4,Rodney District,2038,1810
505601,Waimauku,76,Auckland,4,Rodney District,2043,1980
505602,Huapai,76,Auckland,4,Rodney District,2013,1590
505602,Huapai,76,Auckland,4,Rodney District,2018,2650
505602,Huapai,76,Auckland,4,Rodney District,2023,4150
505602,Huapai,76,Auckland,4,Rodney District,2028,5260
505602,Huapai,76,Auckland,4,Rodney District,2033,6130
505602,Huapai,76,Auckland,4,Rodney District,2038,6990
505602,Huapai,76,Auckland,4,Rodney District,2043,7830
505603,Riverhead Urban,76,Auckland,4,Rodney District,2013,1360
505603,Riverhead Urban,76,Auckland,4,Rodney District,2018,1690
505603,Riverhead Urban,76,Auckland,4,Rodney District,2023,1880
505603,Riverhead Urban,76,Auckland,4,Rodney District,2028,2090
505603,Riverhead Urban,76,Auckland,4,Rodney District,2033,2310
505603,Riverhead Urban,76,Auckland,4,Rodney District,2038,2530
505603,Riverhead Urban,76,Auckland,4,Rodney District,2043,2770
505604,Kumeu East,76,Auckland,4,Rodney District,2013,1520
505604,Kumeu East,76,Auckland,4,Rodney District,2018,1770
505604,Kumeu East,76,Auckland,4,Rodney District,2023,2240
505604,Kumeu East,76,Auckland,4,Rodney District,2028,2520
505604,Kumeu East,76,Auckland,4,Rodney District,2033,2900
505604,Kumeu East,76,Auckland,4,Rodney District,2038,3270
505604,Kumeu East,76,Auckland,4,Rodney District,2043,3630
505605,Kumeu West,76,Auckland,4,Rodney District,2013,1800
505605,Kumeu West,76,Auckland,4,Rodney District,2018,2060
505605,Kumeu West,76,Auckland,4,Rodney District,2023,2230
505605,Kumeu West,76,Auckland,4,Rodney District,2028,2520
505605,Kumeu West,76,Auckland,4,Rodney District,2033,2790
505605,Kumeu West,76,Auckland,4,Rodney District,2038,3050
505605,Kumeu West,76,Auckland,4,Rodney District,2043,3300
505700,Waipareira West,76,Auckland,4,Rodney District,2013,980
505700,Waipareira West,76,Auckland,4,Rodney District,2018,1010
505700,Waipareira West,76,Auckland,4,Rodney District,2023,1040
505700,Waipareira West,76,Auckland,4,Rodney District,2028,1060
505700,Waipareira West,76,Auckland,4,Rodney District,2033,1090
505700,Waipareira West,76,Auckland,4,Rodney District,2038,1120
505700,Waipareira West,76,Auckland,4,Rodney District,2043,1150
505803,Waiwera,76,Auckland,4,Rodney District,2013,300
505803,Waiwera,76,Auckland,4,Rodney District,2018,310
505803,Waiwera,76,Auckland,4,Rodney District,2023,330
505803,Waiwera,76,Auckland,4,Rodney District,2028,350
505803,Waiwera,76,Auckland,4,Rodney District,2033,360
505803,Waiwera,76,Auckland,4,Rodney District,2038,380
505803,Waiwera,76,Auckland,4,Rodney District,2043,390
505804,Hatfields Beach,76,Auckland,4,Rodney District,2013,1440
505804,Hatfields Beach,76,Auckland,4,Rodney District,2018,1500
505804,Hatfields Beach,76,Auckland,4,Rodney District,2023,1520
505804,Hatfields Beach,76,Auckland,4,Rodney District,2028,1550
505804,Hatfields Beach,76,Auckland,4,Rodney District,2033,1590
505804,Hatfields Beach,76,Auckland,4,Rodney District,2038,1610
505804,Hatfields Beach,76,Auckland,4,Rodney District,2043,1620
505805,Orewa,76,Auckland,4,Rodney District,2013,8820
505805,Orewa,76,Auckland,4,Rodney District,2018,10300
505805,Orewa,76,Auckland,4,Rodney District,2023,10800
505805,Orewa,76,Auckland,4,Rodney District,2028,11250
505805,Orewa,76,Auckland,4,Rodney District,2033,11650
505805,Orewa,76,Auckland,4,Rodney District,2038,11950
505805,Orewa,76,Auckland,4,Rodney District,2043,12250
505806,Silverdale Central,76,Auckland,4,Rodney District,2013,1940
505806,Silverdale Central,76,Auckland,4,Rodney District,2018,5110
505806,Silverdale Central,76,Auckland,4,Rodney District,2023,6430
505806,Silverdale Central,76,Auckland,4,Rodney District,2028,7770
505806,Silverdale Central,76,Auckland,4,Rodney District,2033,9110
505806,Silverdale Central,76,Auckland,4,Rodney District,2038,10400
505806,Silverdale Central,76,Auckland,4,Rodney District,2043,11750
505807,Red Beach West,76,Auckland,4,Rodney District,2013,2700
505807,Red Beach West,76,Auckland,4,Rodney District,2018,2850
505807,Red Beach West,76,Auckland,4,Rodney District,2023,3020
505807,Red Beach West,76,Auckland,4,Rodney District,2028,3190
505807,Red Beach West,76,Auckland,4,Rodney District,2033,3360
505807,Red Beach West,76,Auckland,4,Rodney District,2038,3540
505807,Red Beach West,76,Auckland,4,Rodney District,2043,3720
505808,Red Beach East,76,Auckland,4,Rodney District,2013,4010
505808,Red Beach East,76,Auckland,4,Rodney District,2018,4140
505808,Red Beach East,76,Auckland,4,Rodney District,2023,4290
505808,Red Beach East,76,Auckland,4,Rodney District,2028,4450
505808,Red Beach East,76,Auckland,4,Rodney District,2033,4610
505808,Red Beach East,76,Auckland,4,Rodney District,2038,4760
505808,Red Beach East,76,Auckland,4,Rodney District,2043,4890
505902,Manly,76,Auckland,4,Rodney District,2013,6870
505902,Manly,76,Auckland,4,Rodney District,2018,7110
505902,Manly,76,Auckland,4,Rodney District,2023,7300
505902,Manly,76,Auckland,4,Rodney District,2028,7540
505902,Manly,76,Auckland,4,Rodney District,2033,7770
505902,Manly,76,Auckland,4,Rodney District,2038,7980
505902,Manly,76,Auckland,4,Rodney District,2043,8160
505904,Army Bay,76,Auckland,4,Rodney District,2013,4170
505904,Army Bay,76,Auckland,4,Rodney District,2018,4660
505904,Army Bay,76,Auckland,4,Rodney District,2023,4820
505904,Army Bay,76,Auckland,4,Rodney District,2028,4990
505904,Army Bay,76,Auckland,4,Rodney District,2033,5150
505904,Army Bay,76,Auckland,4,Rodney District,2038,5280
505904,Army Bay,76,Auckland,4,Rodney District,2043,5370
505906,Vipond,76,Auckland,4,Rodney District,2013,2900
505906,Vipond,76,Auckland,4,Rodney District,2018,3090
505906,Vipond,76,Auckland,4,Rodney District,2023,3230
505906,Vipond,76,Auckland,4,Rodney District,2028,3400
505906,Vipond,76,Auckland,4,Rodney District,2033,3570
505906,Vipond,76,Auckland,4,Rodney District,2038,3730
505906,Vipond,76,Auckland,4,Rodney District,2043,3870
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2013,2690
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2018,2830
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2023,2880
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2028,2940
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2033,3000
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2038,3060
505907,Stanmore Bay West,76,Auckland,4,Rodney District,2043,3110
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2013,2680
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2018,2800
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2023,2840
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2028,2890
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2033,2930
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2038,2940
505908,Stanmore Bay East,76,Auckland,4,Rodney District,2043,2940
505909,Wade Heads,76,Auckland,4,Rodney District,2013,3370
505909,Wade Heads,76,Auckland,4,Rodney District,2018,3780
505909,Wade Heads,76,Auckland,4,Rodney District,2023,4210
505909,Wade Heads,76,Auckland,4,Rodney District,2028,4670
505909,Wade Heads,76,Auckland,4,Rodney District,2033,5140
505909,Wade Heads,76,Auckland,4,Rodney District,2038,5590
505909,Wade Heads,76,Auckland,4,Rodney District,2043,6030
505910,Gulf Harbour,76,Auckland,4,Rodney District,2013,2670
505910,Gulf Harbour,76,Auckland,4,Rodney District,2018,3280
505910,Gulf Harbour,76,Auckland,4,Rodney District,2023,3920
505910,Gulf Harbour,76,Auckland,4,Rodney District,2028,4600
505910,Gulf Harbour,76,Auckland,4,Rodney District,2033,5290
505910,Gulf Harbour,76,Auckland,4,Rodney District,2038,5980
505910,Gulf Harbour,76,Auckland,4,Rodney District,2043,6680
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2013,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2018,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2023,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2028,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2033,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2038,30
505911,Gulf Harbour Marina,76,Auckland,4,Rodney District,2043,30
506001,Weiti River,76,Auckland,4,Rodney District,2013,480
506001,Weiti River,76,Auckland,4,Rodney District,2018,540
506001,Weiti River,76,Auckland,4,Rodney District,2023,610
506001,Weiti River,76,Auckland,4,Rodney District,2028,680
506001,Weiti River,76,Auckland,4,Rodney District,2033,740
506001,Weiti River,76,Auckland,4,Rodney District,2038,800
506001,Weiti River,76,Auckland,4,Rodney District,2043,860
506002,Stillwater,76,Auckland,4,Rodney District,2013,920
506002,Stillwater,76,Auckland,4,Rodney District,2018,960
506002,Stillwater,76,Auckland,4,Rodney District,2023,1010
506002,Stillwater,76,Auckland,4,Rodney District,2028,1060
506002,Stillwater,76,Auckland,4,Rodney District,2033,1110
506002,Stillwater,76,Auckland,4,Rodney District,2038,1150
506002,Stillwater,76,Auckland,4,Rodney District,2043,1190
506003,Silverdale South,76,Auckland,4,Rodney District,2013,1160
506003,Silverdale South,76,Auckland,4,Rodney District,2018,1400
506003,Silverdale South,76,Auckland,4,Rodney District,2023,1870
506003,Silverdale South,76,Auckland,4,Rodney District,2028,2350
506003,Silverdale South,76,Auckland,4,Rodney District,2033,2840
506003,Silverdale South,76,Auckland,4,Rodney District,2038,3340
506003,Silverdale South,76,Auckland,4,Rodney District,2043,3830
506201,Silverdale North,76,Auckland,4,Rodney District,2013,830
506201,Silverdale North,76,Auckland,4,Rodney District,2018,970
506201,Silverdale North,76,Auckland,4,Rodney District,2023,1120
506201,Silverdale North,76,Auckland,4,Rodney District,2028,1280
506201,Silverdale North,76,Auckland,4,Rodney District,2033,1440
506201,Silverdale North,76,Auckland,4,Rodney District,2038,1600
506201,Silverdale North,76,Auckland,4,Rodney District,2043,1760
506202,Orewa West,76,Auckland,4,Rodney District,2013,90
506202,Orewa West,76,Auckland,4,Rodney District,2018,250
506202,Orewa West,76,Auckland,4,Rodney District,2023,1250
506202,Orewa West,76,Auckland,4,Rodney District,2028,2270
506202,Orewa West,76,Auckland,4,Rodney District,2033,3270
506202,Orewa West,76,Auckland,4,Rodney District,2038,4260
506202,Orewa West,76,Auckland,4,Rodney District,2043,5230
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2013,2850
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2018,3260
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2023,3600
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2028,4060
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2033,4530
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2038,4980
506300,Dairy Flat-Redvale,76,Auckland,4,Rodney District,2043,5410
506400,Paremoremo West,76,Auckland,4,Rodney District,2013,830
506400,Paremoremo West,76,Auckland,4,Rodney District,2018,900
506400,Paremoremo West,76,Auckland,4,Rodney District,2023,960
506400,Paremoremo West,76,Auckland,4,Rodney District,2028,1030
506400,Paremoremo West,76,Auckland,4,Rodney District,2033,1100
506400,Paremoremo West,76,Auckland,4,Rodney District,2038,1170
506400,Paremoremo West,76,Auckland,4,Rodney District,2043,1230
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2013,4760
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2018,5280
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2023,5720
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2028,6290
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2033,6840
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2038,7370
506613,Tauhoa-Puhoi,76,Auckland,4,Rodney District,2043,7870
506614,Tahekeroa,76,Auckland,4,Rodney District,2013,3970
506614,Tahekeroa,76,Auckland,4,Rodney District,2018,4280
506614,Tahekeroa,76,Auckland,4,Rodney District,2023,4520
506614,Tahekeroa,76,Auckland,4,Rodney District,2028,4870
506614,Tahekeroa,76,Auckland,4,Rodney District,2033,5210
506614,Tahekeroa,76,Auckland,4,Rodney District,2038,5510
506614,Tahekeroa,76,Auckland,4,Rodney District,2043,5750
506616,Matheson Bay,76,Auckland,4,Rodney District,2013,130
506616,Matheson Bay,76,Auckland,4,Rodney District,2018,140
506616,Matheson Bay,76,Auckland,4,Rodney District,2023,150
506616,Matheson Bay,76,Auckland,4,Rodney District,2028,160
