CAU,CAU_NAME,TLA,TLA_NAME,TLA_06,TLA_06_NAME,YEAR,POP_PROJECTION
500100,Awanui,1,Far North District,1,Far North District,2033,370
500100,Awanui,1,Far North District,1,Far North District,2038,360
500100,Awanui,1,Far North District,1,Far North District,2043,350
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2013,4710
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2018,4960
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2023,5080
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2028,5170
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2033,5190
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2038,5140
500202,Karikari Peninsula-Maungataniwha,1,Far North District,1,Far North District,2043,5050
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2013,1800
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2018,1940
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2023,1980
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2028,2000
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2033,2010
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2038,2000
500203,Taipa Bay-Mangonui,1,Far North District,1,Far North District,2043,1990
500204,Herekino,1,Far North District,1,Far North District,2013,2210
500204,Herekino,1,Far North District,1,Far North District,2018,2290
500204,Herekino,1,Far North District,1,Far North District,2023,2380
500204,Herekino,1,Far North District,1,Far North District,2028,2450
500204,Herekino,1,Far North District,1,Far North District,2033,2510
500204,Herekino,1,Far North District,1,Far North District,2038,2550
500204,Herekino,1,Far North District,1,Far North District,2043,2570
500205,Ahipara,1,Far North District,1,Far North District,2013,1170
500205,Ahipara,1,Far North District,1,Far North District,2018,1170
500205,Ahipara,1,Far North District,1,Far North District,2023,1170
500205,Ahipara,1,Far North District,1,Far North District,2028,1160
500205,Ahipara,1,Far North District,1,Far North District,2033,1140
500205,Ahipara,1,Far North District,1,Far North District,2038,1090
500205,Ahipara,1,Far North District,1,Far North District,2043,1030
500206,North Cape,1,Far North District,1,Far North District,2013,490
500206,North Cape,1,Far North District,1,Far North District,2018,470
500206,North Cape,1,Far North District,1,Far North District,2023,450
500206,North Cape,1,Far North District,1,Far North District,2028,430
500206,North Cape,1,Far North District,1,Far North District,2033,410
500206,North Cape,1,Far North District,1,Far North District,2038,390
500206,North Cape,1,Far North District,1,Far North District,2043,370
500207,Houhora,1,Far North District,1,Far North District,2013,990
500207,Houhora,1,Far North District,1,Far North District,2018,980
500207,Houhora,1,Far North District,1,Far North District,2023,980
500207,Houhora,1,Far North District,1,Far North District,2028,980
500207,Houhora,1,Far North District,1,Far North District,2033,970
500207,Houhora,1,Far North District,1,Far North District,2038,960
500207,Houhora,1,Far North District,1,Far North District,2043,940
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2013,1940
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2018,1970
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2023,2010
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2028,2030
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2033,2050
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2038,2040
500208,Motutangi-Kareponia,1,Far North District,1,Far North District,2043,2020
500301,Kaitaia West,1,Far North District,1,Far North District,2013,3360
500301,Kaitaia West,1,Far North District,1,Far North District,2018,3330
500301,Kaitaia West,1,Far North District,1,Far North District,2023,3290
500301,Kaitaia West,1,Far North District,1,Far North District,2028,3230
500301,Kaitaia West,1,Far North District,1,Far North District,2033,3150
500301,Kaitaia West,1,Far North District,1,Far North District,2038,3040
500301,Kaitaia West,1,Far North District,1,Far North District,2043,2890
500302,Kaitaia East,1,Far North District,1,Far North District,2013,1930
500302,Kaitaia East,1,Far North District,1,Far North District,2018,1900
500302,Kaitaia East,1,Far North District,1,Far North District,2023,1870
500302,Kaitaia East,1,Far North District,1,Far North District,2028,1850
500302,Kaitaia East,1,Far North District,1,Far North District,2033,1800
500302,Kaitaia East,1,Far North District,1,Far North District,2038,1730
500302,Kaitaia East,1,Far North District,1,Far North District,2043,1630
500401,Kaeo,1,Far North District,1,Far North District,2013,500
500401,Kaeo,1,Far North District,1,Far North District,2018,500
500401,Kaeo,1,Far North District,1,Far North District,2023,500
500401,Kaeo,1,Far North District,1,Far North District,2028,490
500401,Kaeo,1,Far North District,1,Far North District,2033,490
500401,Kaeo,1,Far North District,1,Far North District,2038,480
500401,Kaeo,1,Far North District,1,Far North District,2043,470
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2013,2760
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2018,2710
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2023,2670
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2028,2610
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2033,2550
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2038,2470
500402,Mangapa-Matauri Bay,1,Far North District,1,Far North District,2043,2370
500500,Kohukohu,1,Far North District,1,Far North District,2013,180
500500,Kohukohu,1,Far North District,1,Far North District,2018,180
500500,Kohukohu,1,Far North District,1,Far North District,2023,180
500500,Kohukohu,1,Far North District,1,Far North District,2028,180
500500,Kohukohu,1,Far North District,1,Far North District,2033,180
500500,Kohukohu,1,Far North District,1,Far North District,2038,180
500500,Kohukohu,1,Far North District,1,Far North District,2043,190
500600,Rawene,1,Far North District,1,Far North District,2013,520
500600,Rawene,1,Far North District,1,Far North District,2018,510
500600,Rawene,1,Far North District,1,Far North District,2023,500
500600,Rawene,1,Far North District,1,Far North District,2028,490
500600,Rawene,1,Far North District,1,Far North District,2033,490
500600,Rawene,1,Far North District,1,Far North District,2038,480
500600,Rawene,1,Far North District,1,Far North District,2043,460
500700,Omapere and Opononi,1,Far North District,1,Far North District,2013,450
500700,Omapere and Opononi,1,Far North District,1,Far North District,2018,450
500700,Omapere and Opononi,1,Far North District,1,Far North District,2023,450
500700,Omapere and Opononi,1,Far North District,1,Far North District,2028,440
500700,Omapere and Opononi,1,Far North District,1,Far North District,2033,430
500700,Omapere and Opononi,1,Far North District,1,Far North District,2038,420
500700,Omapere and Opononi,1,Far North District,1,Far North District,2043,410
500801,Hokianga North,1,Far North District,1,Far North District,2013,1860
500801,Hokianga North,1,Far North District,1,Far North District,2018,1810
500801,Hokianga North,1,Far North District,1,Far North District,2023,1770
500801,Hokianga North,1,Far North District,1,Far North District,2028,1730
500801,Hokianga North,1,Far North District,1,Far North District,2033,1670
500801,Hokianga North,1,Far North District,1,Far North District,2038,1600
500801,Hokianga North,1,Far North District,1,Far North District,2043,1520
500802,Hokianga South,1,Far North District,1,Far North District,2013,2830
500802,Hokianga South,1,Far North District,1,Far North District,2018,2830
500802,Hokianga South,1,Far North District,1,Far North District,2023,2820
500802,Hokianga South,1,Far North District,1,Far North District,2028,2790
500802,Hokianga South,1,Far North District,1,Far North District,2033,2710
500802,Hokianga South,1,Far North District,1,Far North District,2038,2610
500802,Hokianga South,1,Far North District,1,Far North District,2043,2480
500900,Kerikeri,1,Far North District,1,Far North District,2013,7040
500900,Kerikeri,1,Far North District,1,Far North District,2018,7500
500900,Kerikeri,1,Far North District,1,Far North District,2023,7760
500900,Kerikeri,1,Far North District,1,Far North District,2028,8000
500900,Kerikeri,1,Far North District,1,Far North District,2033,8210
500900,Kerikeri,1,Far North District,1,Far North District,2038,8370
500900,Kerikeri,1,Far North District,1,Far North District,2043,8510
501000,Russell,1,Far North District,1,Far North District,2013,780
501000,Russell,1,Far North District,1,Far North District,2018,770
501000,Russell,1,Far North District,1,Far North District,2023,760
501000,Russell,1,Far North District,1,Far North District,2028,750
501000,Russell,1,Far North District,1,Far North District,2033,740
501000,Russell,1,Far North District,1,Far North District,2038,720
501000,Russell,1,Far North District,1,Far North District,2043,700
501100,Paihia,1,Far North District,1,Far North District,2013,1850
501100,Paihia,1,Far North District,1,Far North District,2018,1890
501100,Paihia,1,Far North District,1,Far North District,2023,1940
501100,Paihia,1,Far North District,1,Far North District,2028,1970
501100,Paihia,1,Far North District,1,Far North District,2033,1980
501100,Paihia,1,Far North District,1,Far North District,2038,1990
501100,Paihia,1,Far North District,1,Far North District,2043,1990
501200,Haruru Falls,1,Far North District,1,Far North District,2013,940
501200,Haruru Falls,1,Far North District,1,Far North District,2018,950
501200,Haruru Falls,1,Far North District,1,Far North District,2023,960
501200,Haruru Falls,1,Far North District,1,Far North District,2028,960
501200,Haruru Falls,1,Far North District,1,Far North District,2033,970
501200,Haruru Falls,1,Far North District,1,Far North District,2038,970
501200,Haruru Falls,1,Far North District,1,Far North District,2043,980
501300,Opua East,1,Far North District,1,Far North District,2013,310
501300,Opua East,1,Far North District,1,Far North District,2018,310
501300,Opua East,1,Far North District,1,Far North District,2023,310
501300,Opua East,1,Far North District,1,Far North District,2028,310
501300,Opua East,1,Far North District,1,Far North District,2033,310
501300,Opua East,1,Far North District,1,Far North District,2038,320
501300,Opua East,1,Far North District,1,Far North District,2043,330
501400,Kawakawa,1,Far North District,1,Far North District,2013,1350
501400,Kawakawa,1,Far North District,1,Far North District,2018,1350
501400,Kawakawa,1,Far North District,1,Far North District,2023,1340
501400,Kawakawa,1,Far North District,1,Far North District,2028,1320
501400,Kawakawa,1,Far North District,1,Far North District,2033,1280
501400,Kawakawa,1,Far North District,1,Far North District,2038,1240
501400,Kawakawa,1,Far North District,1,Far North District,2043,1190
501500,Moerewa,1,Far North District,1,Far North District,2013,1580
501500,Moerewa,1,Far North District,1,Far North District,2018,1550
501500,Moerewa,1,Far North District,1,Far North District,2023,1510
501500,Moerewa,1,Far North District,1,Far North District,2028,1450
501500,Moerewa,1,Far North District,1,Far North District,2033,1360
501500,Moerewa,1,Far North District,1,Far North District,2038,1250
501500,Moerewa,1,Far North District,1,Far North District,2043,1130
501612,Opua West,1,Far North District,1,Far North District,2013,270
501612,Opua West,1,Far North District,1,Far North District,2018,280
501612,Opua West,1,Far North District,1,Far North District,2023,280
501612,Opua West,1,Far North District,1,Far North District,2028,290
501612,Opua West,1,Far North District,1,Far North District,2033,290
501612,Opua West,1,Far North District,1,Far North District,2038,280
501612,Opua West,1,Far North District,1,Far North District,2043,280
501613,Bay of Islands,1,Far North District,1,Far North District,2013,10
501613,Bay of Islands,1,Far North District,1,Far North District,2018,10
501613,Bay of Islands,1,Far North District,1,Far North District,2023,10
501613,Bay of Islands,1,Far North District,1,Far North District,2028,10
501613,Bay of Islands,1,Far North District,1,Far North District,2033,10
501613,Bay of Islands,1,Far North District,1,Far North District,2038,10
501613,Bay of Islands,1,Far North District,1,Far North District,2043,10
501614,Kapiro,1,Far North District,1,Far North District,2013,2890
501614,Kapiro,1,Far North District,1,Far North District,2018,3100
501614,Kapiro,1,Far North District,1,Far North District,2023,3240
501614,Kapiro,1,Far North District,1,Far North District,2028,3380
501614,Kapiro,1,Far North District,1,Far North District,2033,3500
501614,Kapiro,1,Far North District,1,Far North District,2038,3600
501614,Kapiro,1,Far North District,1,Far North District,2043,3670
501615,Waitangi,1,Far North District,1,Far North District,2013,880
501615,Waitangi,1,Far North District,1,Far North District,2018,890
501615,Waitangi,1,Far North District,1,Far North District,2023,900
501615,Waitangi,1,Far North District,1,Far North District,2028,900
501615,Waitangi,1,Far North District,1,Far North District,2033,890
501615,Waitangi,1,Far North District,1,Far North District,2038,890
501615,Waitangi,1,Far North District,1,Far North District,2043,870
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2013,2620
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2018,2620
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2023,2610
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2028,2590
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2033,2540
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2038,2470
501620,Pokere-Waihaha,1,Far North District,1,Far North District,2043,2380
501631,Okaihau,1,Far North District,1,Far North District,2013,760
501631,Okaihau,1,Far North District,1,Far North District,2018,760
501631,Okaihau,1,Far North District,1,Far North District,2023,760
501631,Okaihau,1,Far North District,1,Far North District,2028,760
501631,Okaihau,1,Far North District,1,Far North District,2033,760
501631,Okaihau,1,Far North District,1,Far North District,2038,740
501631,Okaihau,1,Far North District,1,Far North District,2043,720
501632,Ohaeawai,1,Far North District,1,Far North District,2013,770
501632,Ohaeawai,1,Far North District,1,Far North District,2018,790
501632,Ohaeawai,1,Far North District,1,Far North District,2023,800
501632,Ohaeawai,1,Far North District,1,Far North District,2028,820
501632,Ohaeawai,1,Far North District,1,Far North District,2033,830
501632,Ohaeawai,1,Far North District,1,Far North District,2038,830
501632,Ohaeawai,1,Far North District,1,Far North District,2043,820
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2013,3530
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2018,3840
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2023,4080
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2028,4290
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2033,4460
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2038,4590
501633,Waihou Valley-Hupara,1,Far North District,1,Far North District,2043,4680
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2013,2600
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2018,2610
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2023,2620
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2028,2620
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2033,2590
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2038,2540
501634,Ngapuhi-Kaikou,1,Far North District,1,Far North District,2043,2450
501700,Kaikohe,1,Far North District,1,Far North District,2013,4340
501700,Kaikohe,1,Far North District,1,Far North District,2018,4370
501700,Kaikohe,1,Far North District,1,Far North District,2023,4390
501700,Kaikohe,1,Far North District,1,Far North District,2028,4380
501700,Kaikohe,1,Far North District,1,Far North District,2033,4320
501700,Kaikohe,1,Far North District,1,Far North District,2038,4230
501700,Kaikohe,1,Far North District,1,Far North District,2043,4120
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2013,5120
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2018,5460
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2023,5740
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2028,6000
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2033,6240
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2038,6430
501802,Opouteke-Tanekaha,2,Whangarei District,2,Whangarei District,2043,6600
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2013,3850
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2018,4460
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2023,4970
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2028,5470
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2033,5960
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2038,6450
501806,Marsden Point-Ruakaka,2,Whangarei District,2,Whangarei District,2043,6960
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2013,1650
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2018,1770
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2023,1830
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2028,1900
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2033,1970
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2038,2050
501807,Ngunguru,2,Whangarei District,2,Whangarei District,2043,2110
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2013,3880
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2018,4180
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2023,4420
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2028,4640
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2033,4830
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2038,4970
501809,Wharekohe-Oakleigh,2,Whangarei District,2,Whangarei District,2043,5080
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2013,1430
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2018,1520
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2023,1600
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2028,1680
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2033,1770
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2038,1850
501810,Maungatapere,2,Whangarei District,2,Whangarei District,2043,1920
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2013,2170
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2018,2330
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2023,2490
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2028,2650
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2033,2790
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2038,2920
501811,Waiotira-Springfield,2,Whangarei District,2,Whangarei District,2043,3030
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2013,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2018,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2023,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2028,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2033,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2038,0
501813,Whangaruru Harbour,2,Whangarei District,2,Whangarei District,2043,0
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2013,4390
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2018,4720
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2023,4990
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2028,5240
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2033,5460
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2038,5650
501814,Punaruku-Kiripaka,2,Whangarei District,2,Whangarei District,2043,5830
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2013,950
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2018,1090
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2023,1220
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2028,1360
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2033,1500
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2038,1630
501815,Bream Bay,2,Whangarei District,2,Whangarei District,2043,1760
501816,Waipu,2,Whangarei District,2,Whangarei District,2013,1780
501816,Waipu,2,Whangarei District,2,Whangarei District,2018,1950
501816,Waipu,2,Whangarei District,2,Whangarei District,2023,2100
501816,Waipu,2,Whangarei District,2,Whangarei District,2028,2240
501816,Waipu,2,Whangarei District,2,Whangarei District,2033,2350
501816,Waipu,2,Whangarei District,2,Whangarei District,2038,2440
501816,Waipu,2,Whangarei District,2,Whangarei District,2043,2510
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2013,1230
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2018,1370
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2023,1520
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2028,1660
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2033,1810
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2038,1960
501817,Pataua-Whareora,2,Whangarei District,2,Whangarei District,2043,2100
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2013,2180
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2018,2310
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2023,2430
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2028,2530
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2033,2620
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2038,2690
501818,Parua Bay,2,Whangarei District,2,Whangarei District,2043,2750
501819,Bream Head,2,Whangarei District,2,Whangarei District,2013,1410
501819,Bream Head,2,Whangarei District,2,Whangarei District,2018,1450
501819,Bream Head,2,Whangarei District,2,Whangarei District,2023,1480
501819,Bream Head,2,Whangarei District,2,Whangarei District,2028,1500
501819,Bream Head,2,Whangarei District,2,Whangarei District,2033,1520
501819,Bream Head,2,Whangarei District,2,Whangarei District,2038,1530
501819,Bream Head,2,Whangarei District,2,Whangarei District,2043,1530
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2013,1570
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2018,1690
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2023,1810
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2028,1900
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2033,1970
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2038,2030
502001,Springs Flat,2,Whangarei District,2,Whangarei District,2043,2070
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2013,1090
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2018,1220
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2023,1340
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2028,1460
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2033,1580
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2038,1700
502002,Three Mile Bush,2,Whangarei District,2,Whangarei District,2043,1810
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2013,1270
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2018,1460
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2023,1590
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2028,1730
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2033,1860
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2038,1990
502003,Te Hihi,2,Whangarei District,2,Whangarei District,2043,2120
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2013,680
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2018,740
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2023,790
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2028,840
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2033,880
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2038,910
502004,Abbey Caves,2,Whangarei District,2,Whangarei District,2043,930
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2013,1130
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2018,1160
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2023,1190
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2028,1220
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2033,1230
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2038,1240
502005,Otaika-Portland,2,Whangarei District,2,Whangarei District,2043,1230
502101,Kamo West,2,Whangarei District,2,Whangarei District,2013,3930
502101,Kamo West,2,Whangarei District,2,Whangarei District,2018,3970
502101,Kamo West,2,Whangarei District,2,Whangarei District,2023,3980
502101,Kamo West,2,Whangarei District,2,Whangarei District,2028,4000
502101,Kamo West,2,Whangarei District,2,Whangarei District,2033,4020
502101,Kamo West,2,Whangarei District,2,Whangarei District,2038,4060
502101,Kamo West,2,Whangarei District,2,Whangarei District,2043,4080
502102,Kamo East,2,Whangarei District,2,Whangarei District,2013,3710
502102,Kamo East,2,Whangarei District,2,Whangarei District,2018,3950
502102,Kamo East,2,Whangarei District,2,Whangarei District,2023,4100
502102,Kamo East,2,Whangarei District,2,Whangarei District,2028,4250
502102,Kamo East,2,Whangarei District,2,Whangarei District,2033,4380
502102,Kamo East,2,Whangarei District,2,Whangarei District,2038,4510
502102,Kamo East,2,Whangarei District,2,Whangarei District,2043,4630
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2013,3260
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2018,3330
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2023,3380
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2028,3410
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2033,3400
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2038,3350
502201,Tikipunga West,2,Whangarei District,2,Whangarei District,2043,3290
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2013,3210
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2018,3230
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2023,3210
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2028,3180
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2033,3130
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2038,3070
502202,Tikipunga East,2,Whangarei District,2,Whangarei District,2043,3000
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2013,2560
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2018,2600
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2023,2620
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2028,2620
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2033,2610
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2038,2590
502300,Whau Valley,2,Whangarei District,2,Whangarei District,2043,2560
511700,Kelston Central,76,Auckland,6,Waitakere City,2028,5250
511901,Kaurilands,76,Auckland,6,Waitakere City,2028,3790
512902,Otimai,76,Auckland,6,Waitakere City,2028,3480
512903,Parrs Park West,76,Auckland,6,Waitakere City,2023,2860
512903,Parrs Park West,76,Auckland,6,Waitakere City,2028,3340
512904,Parrs Park,76,Auckland,6,Waitakere City,2023,1600
512904,Parrs Park,76,Auckland,6,Waitakere City,2028,1630
512905,Oratia West,76,Auckland,6,Waitakere City,2023,250
512905,Oratia West,76,Auckland,6,Waitakere City,2028,260
513302,Fairdene,76,Auckland,6,Waitakere City,2023,5580
513302,Fairdene,76,Auckland,6,Waitakere City,2028,5890
513410,Whenuapai West,76,Auckland,6,Waitakere City,2023,7440
513410,Whenuapai West,76,Auckland,6,Waitakere City,2028,11750
513420,Herald,76,Auckland,6,Waitakere City,2023,2060
513420,Herald,76,Auckland,6,Waitakere City,2028,2210
513431,Hobsonville East,76,Auckland,6,Waitakere City,2023,6950
513431,Hobsonville East,76,Auckland,6,Waitakere City,2028,10150
513702,Waitakere,76,Auckland,6,Waitakere City,2023,2250
513702,Waitakere,76,Auckland,6,Waitakere City,2028,2360
513800,Karekare,76,Auckland,6,Waitakere City,2023,2870
513800,Karekare,76,Auckland,6,Waitakere City,2028,2960
514000,Freemans Bay,76,Auckland,7,Auckland City,2023,4370
514000,Freemans Bay,76,Auckland,7,Auckland City,2028,4580
514101,Auckland Harbourside,76,Auckland,7,Auckland City,2023,10950
514101,Auckland Harbourside,76,Auckland,7,Auckland City,2028,13950
514102,Auckland Central West,76,Auckland,7,Auckland City,2013,12350
514102,Auckland Central West,76,Auckland,7,Auckland City,2018,15800
514102,Auckland Central West,76,Auckland,7,Auckland City,2023,18050
514102,Auckland Central West,76,Auckland,7,Auckland City,2028,20300
514102,Auckland Central West,76,Auckland,7,Auckland City,2033,22600
514102,Auckland Central West,76,Auckland,7,Auckland City,2038,24800
514102,Auckland Central West,76,Auckland,7,Auckland City,2043,27000
515001,Point Chevalier West,76,Auckland,7,Auckland City,2013,3780
